Rate,Random_Acc,Uncertainty_Acc
0.0,0.7235070762858129,0.7235070762858129
0.2,0.6989989644459786,0.5490162236796686
0.4,0.613565757680359,0.18847083189506386
0.6,0.4432171211598205,0.09941318605453918
0.8,0.23662409389023129,0.08802209181912322
1.0,0.08940283051432517,0.08940283051432517
