Rate,Random_Acc,Uncertainty_Acc
0.0,0.679323438039351,0.679323438039351
0.2,0.6316879530548843,0.47324818778046257
0.4,0.5236451501553331,0.18467380048325854
0.6,0.3681394546082154,0.11926130479806697
0.8,0.20003451846738005,0.10355540214014498
1.0,0.10251984811874353,0.10251984811874353
