Rate,Random_Acc,Uncertainty_Acc
0.0,0.6001035554021401,0.6001035554021401
0.2,0.5105281325509148,0.3122195374525371
0.4,0.3686572316189161,0.16465308940283052
0.6,0.25336555056955473,0.12616499827407662
0.8,0.16413531239212978,0.11839834311356576
1.0,0.11667241974456334,0.11667241974456334
