Rate,Random_Acc,Uncertainty_Acc
0.0,0.6931308249913704,0.6931308249913704
0.2,0.6815671384190541,0.6510182947877114
0.4,0.6460131170176044,0.4518467380048326
0.6,0.5312392129789437,0.17552640662754573
0.8,0.28753883327580254,0.07507766655160511
1.0,0.06731101139109423,0.06731101139109423
