Rate,Random_Acc,Uncertainty_Acc
0.0,0.6430790472903003,0.6430790472903003
0.2,0.5802554366586123,0.4011045909561615
0.4,0.45788746979634104,0.18001380738695202
0.6,0.30876769071453225,0.1268553676216776
0.8,0.19019675526406626,0.11995167414566793
1.0,0.11494649637556092,0.11494649637556092
